turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
11,p1,random,"[6, 1]","[6, 6] -> [7, 6]",Down,"[6, 0] -> [6, 1]",Right,0,0,[ 0  0 -2  0  0 -4  0] | [ 0  0  0  0  0  0  0] | [ 0 -1  0 -5  0  0 -6] | [ 0  0  0  0  5  0  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  3  0  0  0] | [ 0  1  0  0  0  0  0] | [ 0  0  0  0  4  0  6] | [ 0  0  2  0  0  0  0]
12,p2,random,"[-5, -4]","[2, 3] -> [1, 4]",Up-Right,"[0, 5] -> [0, 6]",Right,0,0,[ 0  0 -2  0  0  0 -4] | [ 0  0  0  0 -5  0  0] | [ 0 -1  0  0  0  0 -6] | [ 0  0  0  0  5  0  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  3  0  0  0] | [ 0  1  0  0  0  0  0] | [ 0  0  0  0  4  0  6] | [ 0  0  2  0  0  0  0]
13,p1,random,"[5, 1]","[3, 4] -> [2, 3]",Up-Left,"[6, 1] -> [7, 0]",Down-Left,1,0,[ 0  0 -2  0  0  0 -4] | [ 0  0  0  0 -5  0  0] | [ 0 -1  0  5  0  0 -6] | [ 0  0  0  0  0  0  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  3  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  4  0  6] | [ 0  0  2  0  0  0  0]
14,p2,random,"[-4, -6]","[0, 6] -> [1, 6]",Down,"[2, 6] -> [3, 5]",Down-Left,1,0,[ 0  0 -2  0  0  0  0] | [ 0  0  0  0 -5  0 -4] | [ 0 -1  0  5  0  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  3  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  4  0  6] | [ 0  0  2  0  0  0  0]
15,p1,random,"[3, 5]","[5, 3] -> [4, 3]",Up,"[2, 3] -> [2, 4]",Right,2,0,[ 0  0 -2  0  0  0  0] | [ 0  0  0  0 -5  0 -4] | [ 0 -1  0  0  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0  0  3  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  4  0  6] | [ 0  0  2  0  0  0  0]
16,p2,random,"[-5, -4]","[1, 4] -> [2, 3]",Down-Left,"[1, 6] -> [0, 6]",Up,2,0,[ 0  0 -2  0  0  0 -4] | [ 0  0  0  0  0  0  0] | [ 0 -1  0 -5  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0  0  3  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  4  0  6] | [ 0  0  2  0  0  0  0]
17,p1,random,"[6, 3]","[7, 6] -> [6, 6]",Up,"[4, 3] -> [5, 3]",Down,2,0,[ 0  0 -2  0  0  0 -4] | [ 0  0  0  0  0  0  0] | [ 0 -1  0 -5  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  3  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0]
18,p2,random,"[-1, -5]","[2, 1] -> [2, 0]",Left,"[2, 3] -> [1, 4]",Up-Right,2,0,[ 0  0 -2  0  0  0 -4] | [ 0  0  0  0 -5  0  0] | [-1  0  0  0  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  3  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0]
19,p1,random,"[5, 4]","[2, 4] -> [3, 3]",Down-Left,"[7, 4] -> [8, 5]",Down-Right,2,0,[ 0  0 -2  0  0  0 -4] | [ 0  0  0  0 -5  0  0] | [-1  0  0  0  0  0  0] | [ 0  0  0  5  0 -6  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  3  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1  0  0  0  0  0  0] | [ 0  0  2  0  0  4  0]
20,p2,random,"[-1, -3]","[2, 0] -> [1, 0]",Up,"[4, 0] -> [5, 0]",Down,2,0,[ 0  0 -2  0  0  0 -4] | [-1  0  0  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  5  0 -6  0] | [ 0  0  0  0  0  0  0] | [-3  0  0  3  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1  0  0  0  0  0  0] | [ 0  0  2  0  0  4  0]
21,p1,random,"[5, 6]","[3, 3] -> [2, 3]",Up,"[6, 6] -> [6, 5]",Left,3,0,[ 0  0 -2  0  0  0 -4] | [-1  0  0  0 -5  0  0] | [ 0  0  0  5  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [-3  0  0  3  0  0  0] | [ 0  0  0  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  2  0  0  4  0]
22,p2,random,"[-1, -3]","[1, 0] -> [0, 0]",Up,"[5, 0] -> [6, 0]",Down,3,0,[-1  0 -2  0  0  0 -4] | [ 0  0  0  0 -5  0  0] | [ 0  0  0  5  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  3  0  0  0] | [-3  0  0  0  0  6  0] | [ 1  0  0  0  0  0  0] | [ 0  0  2  0  0  4  0]
23,p1,random,"[6, 4]","[6, 5] -> [6, 6]",Right,"[8, 5] -> [7, 4]",Up-Left,3,0,[-1  0 -2  0  0  0 -4] | [ 0  0  0  0 -5  0  0] | [ 0  0  0  5  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  3  0  0  0] | [-3  0  0  0  0  0  6] | [ 1  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0]
24,p2,random,"[-2, -6]","[0, 2] -> [1, 2]",Down,"[3, 5] -> [2, 6]",Up-Right,3,0,[-1  0  0  0  0  0 -4] | [ 0  0 -2  0 -5  0  0] | [ 0  0  0  5  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  3  0  0  0] | [-3  0  0  0  0  0  6] | [ 1  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0]
25,p1,random,"[3, 5]","[5, 3] -> [6, 2]",Down-Left,"[2, 3] -> [2, 2]",Left,3,0,[-1  0  0  0  0  0 -4] | [ 0  0 -2  0 -5  0  0] | [ 0  0  5  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [-3  0  3  0  0  0  6] | [ 1  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0]
26,p2,random,"[-1, -3]","[0, 0] -> [1, 0]",Down,"[6, 0] -> [7, 1]",Down-Right,4,1,[ 0  0  0  0  0  0 -4] | [-1  0 -2  0 -5  0  0] | [ 0  0  5  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  3  0  0  0  6] | [ 1 -3  0  0  4  0  0] | [ 0  0  2  0  0  0  0]
27,p1,random,"[5, 6]","[2, 2] -> [3, 2]",Down,"[6, 6] -> [5, 6]",Up,4,1,[ 0  0  0  0  0  0 -4] | [-1  0 -2  0 -5  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  5  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  0  3  0  0  0  0] | [ 1 -3  0  0  4  0  0] | [ 0  0  2  0  0  0  0]
28,p2,random,"[-5, -2]","[1, 4] -> [2, 3]",Down-Left,"[1, 2] -> [0, 2]",Up,4,1,[ 0  0 -2  0  0  0 -4] | [-1  0  0  0  0  0  0] | [ 0  0  0 -5  0  0 -6] | [ 0  0  5  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  0  3  0  0  0  0] | [ 1 -3  0  0  4  0  0] | [ 0  0  2  0  0  0  0]
29,p1,random,"[4, 6]","[7, 4] -> [8, 5]",Down-Right,"[5, 6] -> [6, 5]",Down-Left,4,1,[ 0  0 -2  0  0  0 -4] | [-1  0  0  0  0  0  0] | [ 0  0  0 -5  0  0 -6] | [ 0  0  5  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  3  0  0  6  0] | [ 1 -3  0  0  0  0  0] | [ 0  0  2  0  0  4  0]
30,p2,random,"[-4, -6]","[0, 6] -> [0, 5]",Left,"[2, 6] -> [3, 5]",Down-Left,5,1,[ 0  0 -2  0  0 -4  0] | [-1  0  0  0  0  0  0] | [ 0  0  0 -5  0  0  0] | [ 0  0  5  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  3  0  0  6  0] | [ 1 -3  0  0  0  0  0] | [ 0  0  2  0  0  4  0]
