turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
14,p2,random,"[-1, -2]","[0, 0] -> [1, 1]",Down-Right,"[0, 3] -> [0, 4]",Right,0,0,[ 0  0  0  0 -2  0 -6] | [ 0 -1  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  0  5  0] | [-3  0  0 -5  0  0  0] | [ 0  3  0  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  6  0  0] | [ 1  0  2  0  0  0  0]
15,p1,random,"[4, 6]","[5, 4] -> [6, 4]",Down,"[7, 4] -> [8, 5]",Down-Right,0,0,[ 0  0  0  0 -2  0 -6] | [ 0 -1  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  0  5  0] | [-3  0  0 -5  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  0  6  0]
16,p2,random,"[-5, -3]","[4, 3] -> [5, 2]",Down-Left,"[4, 0] -> [5, 0]",Down,1,0,[ 0  0  0  0 -2  0 -6] | [ 0 -1  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [-3  3 -5  0  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  0  6  0]
17,p1,random,"[4, 2]","[6, 4] -> [6, 5]",Right,"[8, 2] -> [7, 3]",Up-Right,1,0,[ 0  0  0  0 -2  0 -6] | [ 0 -1  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [-3  3 -5  0  0  0  0] | [ 0  0  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 1  0  0  0  0  6  0]
18,p2,random,"[-2, -6]","[0, 4] -> [0, 3]",Left,"[0, 6] -> [0, 5]",Left,1,0,[ 0  0  0 -2  0 -6  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [-3  3 -5  0  0  0  0] | [ 0  0  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 1  0  0  0  0  6  0]
19,p1,random,"[5, 4]","[3, 5] -> [3, 4]",Left,"[6, 5] -> [5, 5]",Up,1,1,[ 0  0  0 -2  0 -6  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [-3  3 -5  0  0  4  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  2  0  0  0] | [ 1  0  0  0  0  6  0]
20,p2,random,"[-4, -3]","[2, 3] -> [3, 3]",Down,"[5, 0] -> [6, 0]",Down,2,1,[ 0  0  0 -2  0 -6  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -4  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3 -5  0  0  4  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  2  0  0  0] | [ 1  0  0  0  0  6  0]
21,p1,random,"[2, 3]","[7, 3] -> [8, 3]",Down,"[5, 1] -> [6, 2]",Down-Right,2,1,[ 0  0  0 -2  0 -6  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -4  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  4  0] | [-3  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  2  0  6  0]
22,p2,random,"[-4, -3]","[3, 3] -> [2, 3]",Up,"[6, 0] -> [7, 1]",Down-Right,2,2,[ 0  0  0 -2  0 -6  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  4  0] | [ 0  0  3  0  0  0  0] | [ 0 -3  0  0  0  0  0] | [ 1  0  0  2  0  6  0]
23,p1,random,"[2, 6]","[8, 3] -> [8, 2]",Left,"[8, 5] -> [7, 6]",Up-Right,2,2,[ 0  0  0 -2  0 -6  0] | [ 0 -1  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  4  0] | [ 0  0  3  0  0  0  0] | [ 0 -3  0  0  0  0  6] | [ 1  0  2  0  0  0  0]
24,p2,random,"[-3, -1]","[7, 1] -> [8, 1]",Down,"[1, 1] -> [0, 1]",Up,2,3,[ 0 -1  0 -2  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  4  0] | [ 0  0  3  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1 -3  2  0  0  0  0]
25,p1,random,"[1, 3]","[8, 0] -> [7, 0]",Up,"[6, 2] -> [5, 3]",Up-Right,2,4,[ 0 -1  0 -2  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  3  0  4  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0 -3  2  0  0  0  0]
26,p2,random,"[-1, -3]","[0, 1] -> [0, 0]",Left,"[8, 1] -> [7, 1]",Up,2,5,[-1  0  0 -2  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  3  0  4  0] | [ 0  0  0  0  0  0  0] | [ 1 -3  0  0  0  0  6] | [ 0  0  2  0  0  0  0]
