turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
12,p2,random,"[-4, -2]","[1, 4] -> [0, 3]",Up-Left,"[1, 2] -> [2, 3]",Down-Right,0,0,[ 0  0  0 -4  0  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0 -2  0  0  0] | [-3  0  0  0  0 -5  0] | [ 0  0  0  0  5  0  0] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  4  0  0] | [ 0  0  0  0  0  0  6]
13,p1,random,"[5, 4]","[4, 4] -> [3, 4]",Up,"[7, 4] -> [6, 4]",Up,1,0,[ 0  0  0 -4  0  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0 -2  0  0  0] | [-3  0  0  0  5 -5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0] | [ 0  0  0  0  0  0  6]
14,p2,random,"[-3, -1]","[3, 0] -> [3, 1]",Right,"[1, 0] -> [0, 0]",Up,2,0,[-1  0  0 -4  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0 -2  0  0  0] | [ 0 -3  0  0  5 -5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0] | [ 0  0  0  0  0  0  6]
15,p1,random,"[5, 4]","[3, 4] -> [2, 4]",Up,"[6, 4] -> [5, 4]",Up,2,0,[-1  0  0 -4  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0 -2  5  0  0] | [ 0 -3  0  0  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  3  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0] | [ 0  0  0  0  0  0  6]
16,p2,random,"[-4, -2]","[0, 3] -> [0, 4]",Right,"[2, 3] -> [3, 3]",Down,2,0,[-1  0  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  5  0  0] | [ 0 -3  0 -2  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  3  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0] | [ 0  0  0  0  0  0  6]
17,p1,random,"[4, 2]","[5, 4] -> [6, 5]",Down-Right,"[7, 2] -> [8, 2]",Down,2,0,[-1  0  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  5  0  0] | [ 0 -3  0 -2  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  4  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  6]
18,p2,random,"[-3, -2]","[3, 1] -> [3, 0]",Left,"[3, 3] -> [4, 3]",Down,2,0,[-1  0  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  5  0  0] | [-3  0  0  0  0 -5  0] | [ 0  0  0 -2  0  0  0] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  4  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  6]
19,p1,random,"[2, 3]","[8, 2] -> [7, 3]",Up-Right,"[5, 2] -> [5, 3]",Right,2,0,[-1  0  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  5  0  0] | [-3  0  0  0  0 -5  0] | [ 0  0  0 -2  0  0  0] | [ 1  0  0  3  0  0  0] | [ 0  0  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 0  0  0  0  0  0  6]
20,p2,random,"[-3, -1]","[3, 0] -> [2, 1]",Up-Right,"[0, 0] -> [0, 1]",Right,2,0,[ 0 -1  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0 -3  0  0  5  0  0] | [ 0  0  0  0  0 -5  0] | [ 0  0  0 -2  0  0  0] | [ 1  0  0  3  0  0  0] | [ 0  0  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 0  0  0  0  0  0  6]
21,p1,random,"[1, 3]","[5, 0] -> [6, 1]",Down-Right,"[5, 3] -> [4, 4]",Up-Right,2,0,[ 0 -1  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0 -3  0  0  5  0  0] | [ 0  0  0  0  0 -5  0] | [ 0  0  0 -2  3  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 0  0  0  0  0  0  6]
22,p2,random,"[-6, -2]","[1, 6] -> [0, 6]",Up,"[4, 3] -> [5, 3]",Down,3,0,[ 0 -1  0  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0  5  0  0] | [ 0  0  0  0  0 -5  0] | [ 0  0  0  0  3  0  0] | [ 0  0  0 -2  0  0  0] | [ 0  1  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 0  0  0  0  0  0  6]
23,p1,random,"[5, 3]","[2, 4] -> [2, 5]",Right,"[4, 4] -> [3, 3]",Up-Left,3,2,[ 0 -1  0  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0  0  5  0] | [ 0  0  0  3  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -2  0  0  0] | [ 0  1  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 0  0  0  0  0  0  6]
24,p2,random,"[-1, -4]","[0, 1] -> [0, 2]",Right,"[0, 4] -> [1, 4]",Down,3,2,[ 0  0 -1  0  0  0 -6] | [ 0  0  0  0 -4  0  0] | [ 0 -3  0  0  0  5  0] | [ 0  0  0  3  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -2  0  0  0] | [ 0  1  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 0  0  0  0  0  0  6]
25,p1,random,"[5, 1]","[2, 5] -> [1, 6]",Up-Right,"[6, 1] -> [6, 0]",Left,3,2,[ 0  0 -1  0  0  0 -6] | [ 0  0  0  0 -4  0  5] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  3  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -2  0  0  0] | [ 1  0  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 0  0  0  0  0  0  6]
26,p2,random,"[-5, -2]","[3, 5] -> [2, 6]",Up-Right,"[5, 3] -> [4, 3]",Up,4,4,[ 0  0 -1  0  0  0 -6] | [ 0  0  0  0 -4  0  5] | [ 0 -3  0  0  0  0 -5] | [ 0  0  0  3  0  0  0] | [ 0  0  0 -2  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 0  0  0  0  0  0  6]
27,p1,random,"[3, 1]","[3, 3] -> [2, 4]",Up-Right,"[6, 0] -> [6, 1]",Right,5,5,[ 0  0 -1  0  0  0 -6] | [ 0  0  0  0 -4  0  5] | [ 0 -3  0  0  3  0 -5] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -2  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  0  4  0] | [ 0  0  0  2  0  0  0] | [ 0  0  0  0  0  0  6]
