turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
1,p1,random,"[5, 4]","[6, 4] -> [5, 4]",Up,"[8, 4] -> [7, 4]",Up,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0 -3  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  3  0  0  0  0] | [ 1  0  0  0  4  0  6] | [ 0  0  2  0  0  0  0]
2,p2,random,"[-1, -6]","[1, 0] -> [0, 0]",Up,"[1, 6] -> [0, 6]",Up,0,0,[-1  0 -2  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  3  0  0  0  0] | [ 1  0  0  0  4  0  6] | [ 0  0  2  0  0  0  0]
3,p1,random,"[4, 1]","[7, 4] -> [8, 4]",Down,"[7, 0] -> [6, 0]",Up,0,0,[-1  0 -2  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  0  2  0  4  0  0]
4,p2,random,"[-1, -3]","[0, 0] -> [1, 0]",Down,"[2, 2] -> [3, 2]",Down,0,0,[ 0  0 -2  0 -4  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  0  2  0  4  0  0]
5,p1,random,"[2, 3]","[8, 2] -> [7, 2]",Up,"[6, 2] -> [5, 2]",Up,0,0,[ 0  0 -2  0 -4  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  3  0  5  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  2  0  0  0  6] | [ 0  0  0  0  4  0  0]
6,p2,random,"[-2, -3]","[0, 2] -> [1, 2]",Down,"[3, 2] -> [3, 1]",Left,0,0,[ 0  0  0  0 -4  0 -6] | [-1  0 -2  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  3  0  5  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  2  0  0  0  6] | [ 0  0  0  0  4  0  0]
7,p1,random,"[4, 5]","[8, 4] -> [7, 4]",Up,"[5, 4] -> [4, 4]",Up,0,0,[ 0  0  0  0 -4  0 -6] | [-1  0 -2  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 0  0  3  0  0  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  2  0  4  0  6] | [ 0  0  0  0  0  0  0]
8,p2,random,"[-6, -5]","[0, 6] -> [1, 6]",Down,"[2, 4] -> [3, 5]",Down-Right,0,0,[ 0  0  0  0 -4  0  0] | [-1  0 -2  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0  0 -5  0] | [ 0  0  0  0  5  0  0] | [ 0  0  3  0  0  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  2  0  4  0  6] | [ 0  0  0  0  0  0  0]
9,p1,random,"[6, 4]","[7, 6] -> [8, 6]",Down,"[7, 4] -> [6, 4]",Up,0,0,[ 0  0  0  0 -4  0  0] | [-1  0 -2  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0  0 -5  0] | [ 0  0  0  0  5  0  0] | [ 0  0  3  0  0  0  0] | [ 1  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0] | [ 0  0  0  0  0  0  6]
10,p2,random,"[-3, -4]","[3, 1] -> [3, 0]",Left,"[0, 4] -> [1, 4]",Down,0,0,[ 0  0  0  0  0  0  0] | [-1  0 -2  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [-3  0  0  0  0 -5  0] | [ 0  0  0  0  5  0  0] | [ 0  0  3  0  0  0  0] | [ 1  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0] | [ 0  0  0  0  0  0  6]
11,p1,random,"[4, 1]","[6, 4] -> [7, 4]",Down,"[6, 0] -> [5, 0]",Up,0,0,[ 0  0  0  0  0  0  0] | [-1  0 -2  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [-3  0  0  0  0 -5  0] | [ 0  0  0  0  5  0  0] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  4  0  0] | [ 0  0  0  0  0  0  6]
