turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
11,p1,random,"[3, 1]","[6, 0] -> [5, 1]",Up-Right,"[8, 0] -> [7, 0]",Up,0,0,[-1  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [-3  0  0  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 0  0  0  0  0  5  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  4  0  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  0  6  0]
12,p2,greedy,"[-1, -3]","[0, 0] -> [1, 0]",Down,"[2, 0] -> [3, 1]",Down-Right,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0 -5  0  0] | [ 0  0  0  0  0  5  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  4  0  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  0  6  0]
13,p1,random,"[1, 2]","[7, 0] -> [8, 1]",Down-Right,"[7, 2] -> [8, 3]",Down-Right,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0 -5  0  0] | [ 0  0  0  0  0  5  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  2  0  6  0]
14,p2,greedy,"[-6, -5]","[1, 6] -> [2, 6]",Down,"[3, 4] -> [2, 4]",Up,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0  0] | [ 0  0  0  0 -5  0 -6] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  5  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  2  0  6  0]
15,p1,random,"[5, 1]","[4, 5] -> [5, 6]",Down-Right,"[8, 1] -> [7, 0]",Up-Left,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0  0] | [ 0  0  0  0 -5  0 -6] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  5] | [ 0  0  0  0  4  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  6  0]
16,p2,greedy,"[-5, -4]","[2, 4] -> [3, 3]",Down-Left,"[0, 4] -> [0, 5]",Right,0,0,[ 0  0 -2  0  0 -4  0] | [-1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0 -3  0 -5  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  5] | [ 0  0  0  0  4  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  6  0]
17,p1,random,"[6, 2]","[8, 5] -> [7, 6]",Up-Right,"[8, 3] -> [8, 4]",Right,0,0,[ 0  0 -2  0  0 -4  0] | [-1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0 -3  0 -5  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  5] | [ 0  0  0  0  4  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  0  0  2  0  0]
18,p2,greedy,"[-3, -5]","[3, 1] -> [4, 0]",Down-Left,"[3, 3] -> [4, 4]",Down-Right,0,0,[ 0  0 -2  0  0 -4  0] | [-1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [-3  0  0  0 -5  0  0] | [ 0  3  0  0  0  0  5] | [ 0  0  0  0  4  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  0  0  2  0  0]
19,p1,random,"[4, 2]","[6, 4] -> [5, 4]",Up,"[8, 4] -> [8, 3]",Left,0,0,[ 0  0 -2  0  0 -4  0] | [-1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [-3  0  0  0 -5  0  0] | [ 0  3  0  0  4  0  5] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  0  2  0  0  0]
20,p2,greedy,"[-5, -3]","[4, 4] -> [5, 3]",Down-Left,"[4, 0] -> [3, 0]",Up,0,1,[ 0  0 -2  0  0 -4  0] | [-1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [-3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0 -5  4  0  5] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  0  2  0  0  0]
21,p1,random,"[4, 5]","[5, 4] -> [4, 4]",Up,"[5, 6] -> [4, 6]",Up,1,1,[ 0  0 -2  0  0 -4  0] | [-1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [-3  0  0  0  0  0  0] | [ 0  0  0  0  4  0  5] | [ 0  3  0 -5  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  0  2  0  0  0]
22,p2,greedy,"[-4, -2]","[0, 5] -> [0, 6]",Right,"[0, 2] -> [0, 3]",Right,1,1,[ 0  0  0 -2  0  0 -4] | [-1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [-3  0  0  0  0  0  0] | [ 0  0  0  0  4  0  5] | [ 0  3  0 -5  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  0  2  0  0  0]
23,p1,random,"[4, 5]","[4, 4] -> [3, 5]",Up-Right,"[4, 6] -> [5, 5]",Down-Left,2,2,[ 0  0  0 -2  0  0 -4] | [-1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [-3  0  0  0  0  4  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0 -5  0  5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  0  2  0  0  0]
24,p2,greedy,"[-5, -2]","[5, 3] -> [5, 2]",Left,"[0, 3] -> [1, 3]",Down,2,3,[ 0  0  0  0  0  0 -4] | [-1  0  0 -2  0  0  0] | [ 0  0  0  0  0  0 -6] | [-3  0  0  0  0  4  0] | [ 0  0  0  0  0  0  0] | [ 0  3 -5  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  0  2  0  0  0]
