turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
19,p1,minimax,"[2, 4]","[8, 3] -> [7, 3]",Up,"[8, 5] -> [7, 6]",Up-Right,2,2,[ 0 -1  0  0  0  0  0] | [ 0  0  0  0 -2  0 -6] | [ 0  0 -4  0  0  0  0] | [-3  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 3  0  0  0 -5  6  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  2  0  0  4] | [ 0  0  0  0  0  0  0]
20,p2,greedy,"[-2, -6]","[1, 4] -> [0, 3]",Up-Left,"[1, 6] -> [2, 5]",Down-Left,2,2,[ 0 -1  0 -2  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -4  0  0 -6  0] | [-3  0  0  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 3  0  0  0 -5  6  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  2  0  0  4] | [ 0  0  0  0  0  0  0]
21,p1,minimax,"[1, 5]","[7, 0] -> [8, 1]",Down-Right,"[3, 4] -> [2, 4]",Up,3,2,[ 0 -1  0 -2  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -4  0  5 -6  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 3  0  0  0 -5  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  2  0  0  4] | [ 0  1  0  0  0  0  0]
22,p2,greedy,"[-2, -1]","[0, 3] -> [0, 2]",Left,"[0, 1] -> [1, 0]",Down-Left,3,2,[ 0  0 -2  0  0  0  0] | [-1  0  0  0  0  0  0] | [ 0  0 -4  0  5 -6  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 3  0  0  0 -5  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  2  0  0  4] | [ 0  1  0  0  0  0  0]
23,p1,minimax,"[2, 6]","[7, 3] -> [8, 3]",Down,"[5, 5] -> [4, 6]",Up-Right,3,2,[ 0  0 -2  0  0  0  0] | [-1  0  0  0  0  0  0] | [ 0  0 -4  0  5 -6  0] | [-3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 3  0  0  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  4] | [ 0  1  0  2  0  0  0]
24,p2,greedy,"[-2, -4]","[0, 2] -> [0, 3]",Right,"[2, 2] -> [3, 3]",Down-Right,3,2,[ 0  0  0 -2  0  0  0] | [-1  0  0  0  0  0  0] | [ 0  0  0  0  5 -6  0] | [-3  0  0 -4  0  0  0] | [ 0  0  0  0  0  0  6] | [ 3  0  0  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  4] | [ 0  1  0  2  0  0  0]
25,p1,minimax,"[6, 5]","[4, 6] -> [3, 5]",Up-Left,"[2, 4] -> [1, 4]",Up,4,2,[ 0  0  0 -2  0  0  0] | [-1  0  0  0  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0  0 -4  0  6  0] | [ 0  0  0  0  0  0  0] | [ 3  0  0  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  4] | [ 0  1  0  2  0  0  0]
26,p2,greedy,"[-2, -4]","[0, 3] -> [0, 2]",Left,"[3, 3] -> [3, 2]",Left,4,3,[ 0  0 -2  0  0  0  0] | [-1  0  0  0  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0 -4  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 3  0  0  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  4] | [ 0  1  0  2  0  0  0]
27,p1,minimax,"[2, 3]","[8, 3] -> [7, 3]",Up,"[5, 0] -> [5, 1]",Right,4,3,[ 0  0 -2  0  0  0  0] | [-1  0  0  0  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0 -4  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  2  0  0  4] | [ 0  1  0  0  0  0  0]
28,p2,greedy,"[-5, -4]","[5, 4] -> [5, 3]",Left,"[3, 2] -> [3, 3]",Right,4,3,[ 0  0 -2  0  0  0  0] | [-1  0  0  0  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0  0 -4  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0 -5  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  2  0  0  4] | [ 0  1  0  0  0  0  0]
29,p1,minimax,"[4, 2]","[7, 6] -> [6, 6]",Up,"[7, 3] -> [6, 4]",Up-Right,4,3,[ 0  0 -2  0  0  0  0] | [-1  0  0  0  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0  0 -4  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0 -5  0  0  0] | [ 0  0  0  0  2  0  4] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  0  0  0]
30,p2,greedy,"[-4, -5]","[3, 3] -> [4, 4]",Down-Right,"[5, 3] -> [5, 2]",Left,4,4,[ 0  0 -2  0  0  0  0] | [-1  0  0  0  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0  0  0  0  6  0] | [ 0  0  0  0 -4  0  0] | [ 0  3 -5  0  0  0  0] | [ 0  0  0  0  2  0  4] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  0  0  0]
31,p1,minimax,"[1, 3]","[8, 1] -> [8, 2]",Right,"[5, 1] -> [4, 2]",Up-Right,5,5,[ 0  0 -2  0  0  0  0] | [-1  0  0  0  5  0  0] | [ 0  0  0  0  0 -6  0] | [-3  0  0  0  0  6  0] | [ 0  0  3  0 -4  0  0] | [ 0  0 -5  0  0  0  0] | [ 0  0  0  0  2  0  4] | [ 0  0  0  0  0  0  0] | [ 0  0  1  0  0  0  0]
