turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
18,p2,greedy,"[-2, -3]","[3, 1] -> [4, 0]",Down-Left,"[5, 3] -> [4, 3]",Up,2,2,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0 -5  0  0  0] | [ 0  0  0  0  0  0  6] | [-2  0  0 -3  0  0  0] | [ 0  0  0  0  0  0  5] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0]
19,p1,minimax,"[5, 4]","[5, 6] -> [6, 6]",Down,"[7, 4] -> [8, 4]",Down,2,2,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0 -5  0  0  0] | [ 0  0  0  0  0  0  6] | [-2  0  0 -3  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  3  0  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  4  0  0]
20,p2,greedy,"[-3, -5]","[4, 3] -> [4, 4]",Right,"[2, 3] -> [3, 2]",Down-Left,2,2,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  0  6] | [-2  0  0  0 -3  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  3  0  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  4  0  0]
21,p1,minimax,"[4, 5]","[8, 4] -> [8, 5]",Right,"[6, 6] -> [5, 5]",Up-Left,2,2,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  0  6] | [-2  0  0  0 -3  0  0] | [ 0  0  0  0  0  5  0] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  4  0]
22,p2,greedy,"[-3, -2]","[4, 4] -> [5, 4]",Down,"[4, 0] -> [5, 1]",Down-Right,2,2,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  0  6] | [ 0  0  0  0  0  0  0] | [ 0 -2  0  0 -3  5  0] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  4  0]
23,p1,minimax,"[5, 4]","[5, 5] -> [6, 6]",Down-Right,"[8, 5] -> [8, 6]",Right,2,2,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  0  6] | [ 0  0  0  0  0  0  0] | [ 0 -2  0  0 -3  0  0] | [ 1  0  3  0  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  4]
24,p2,greedy,"[-3, -2]","[5, 4] -> [6, 5]",Down-Right,"[5, 1] -> [5, 0]",Left,2,3,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  0  6] | [ 0  0  0  0  0  0  0] | [-2  0  0  0  0  0  0] | [ 1  0  3  0  0 -3  5] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  4]
25,p1,minimax,"[6, 5]","[3, 6] -> [3, 5]",Left,"[6, 6] -> [5, 6]",Up,3,3,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  6  0] | [ 0  0  0  0  0  0  0] | [-2  0  0  0  0  0  5] | [ 1  0  3  0  0 -3  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  4]
26,p2,greedy,"[-3, -5]","[6, 5] -> [7, 6]",Down-Right,"[3, 2] -> [2, 3]",Up-Right,3,4,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0 -5  0  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [-2  0  0  0  0  0  5] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0 -3] | [ 0  0  2  0  0  0  4]
27,p1,minimax,"[2, 3]","[8, 2] -> [8, 3]",Right,"[6, 2] -> [5, 3]",Up-Right,3,4,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0 -5  0  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [-2  0  0  3  0  0  5] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -3] | [ 0  0  0  2  0  0  4]
28,p2,greedy,"[-5, -2]","[2, 3] -> [3, 3]",Down,"[5, 0] -> [4, 0]",Up,3,4,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  6  0] | [-2  0  0  0  0  0  0] | [ 0  0  0  3  0  0  5] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -3] | [ 0  0  0  2  0  0  4]
29,p1,minimax,"[3, 6]","[5, 3] -> [5, 4]",Right,"[3, 5] -> [3, 6]",Right,3,4,[-1  0 -4  0  0  0  0] | [ 0  0  0  0  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  0  6] | [-2  0  0  0  0  0  0] | [ 0  0  0  0  3  0  5] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -3] | [ 0  0  0  2  0  0  4]
30,p2,greedy,"[-5, -6]","[3, 3] -> [3, 4]",Right,"[1, 5] -> [0, 4]",Up-Left,3,4,[-1  0 -4  0 -6  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -5  0  6] | [-2  0  0  0  0  0  0] | [ 0  0  0  0  3  0  5] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -3] | [ 0  0  0  2  0  0  4]
31,p1,minimax,"[3, 6]","[5, 4] -> [5, 3]",Left,"[3, 6] -> [2, 5]",Up-Left,3,4,[-1  0 -4  0 -6  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0 -5  0  0] | [-2  0  0  0  0  0  0] | [ 0  0  0  3  0  0  5] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -3] | [ 0  0  0  2  0  0  4]
32,p2,greedy,"[-4, -6]","[0, 2] -> [0, 3]",Right,"[0, 4] -> [0, 5]",Right,3,4,[-1  0  0 -4  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0 -5  0  0] | [-2  0  0  0  0  0  0] | [ 0  0  0  3  0  0  5] | [ 1  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -3] | [ 0  0  0  2  0  0  4]
33,p1,minimax,"[4, 2]","[8, 6] -> [7, 5]",Up-Left,"[8, 3] -> [7, 3]",Up,3,4,[-1  0  0 -4  0 -6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0 -5  0  0] | [-2  0  0  0  0  0  0] | [ 0  0  0  3  0  0  5] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  4 -3] | [ 0  0  0  0  0  0  0]
34,p2,greedy,"[-4, -1]","[0, 3] -> [1, 3]",Down,"[0, 0] -> [0, 1]",Right,3,4,[ 0 -1  0  0  0 -6  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0 -5  0  0] | [-2  0  0  0  0  0  0] | [ 0  0  0  3  0  0  5] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  4 -3] | [ 0  0  0  0  0  0  0]
35,p1,minimax,"[4, 6]","[7, 5] -> [8, 5]",Down,"[2, 5] -> [2, 6]",Right,3,4,[ 0 -1  0  0  0 -6  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  0  0  0 -5  0  0] | [-2  0  0  0  0  0  0] | [ 0  0  0  3  0  0  5] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  0 -3] | [ 0  0  0  0  0  4  0]
36,p2,greedy,"[-1, -5]","[0, 1] -> [1, 1]",Down,"[3, 4] -> [3, 5]",Right,3,5,[ 0  0  0  0  0 -6  0] | [ 0 -1  0 -4  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  0  0  0  0 -5  0] | [-2  0  0  0  0  0  0] | [ 0  0  0  3  0  0  5] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  0 -3] | [ 0  0  0  0  0  4  0]
