turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
1,p1,greedy,"[1, 6]","[7, 0] -> [8, 0]",Down,"[7, 6] -> [8, 6]",Down,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0 -3  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  3  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  4  0  6]
2,p2,random,"[-2, -3]","[0, 2] -> [1, 2]",Down,"[2, 2] -> [3, 2]",Down,0,0,[ 0  0  0  0 -4  0  0] | [-1  0 -2  0  0  0 -6] | [ 0  0  0  0 -5  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  3  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  4  0  6]
3,p1,greedy,"[3, 5]","[6, 2] -> [5, 1]",Up-Left,"[6, 4] -> [6, 5]",Right,0,0,[ 0  0  0  0 -4  0  0] | [-1  0 -2  0  0  0 -6] | [ 0  0  0  0 -5  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  4  0  6]
4,p2,random,"[-2, -6]","[1, 2] -> [0, 2]",Up,"[1, 6] -> [0, 6]",Up,0,0,[ 0  0 -2  0 -4  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  4  0  6]
5,p1,greedy,"[1, 2]","[8, 0] -> [7, 0]",Up,"[8, 2] -> [7, 2]",Up,0,0,[ 0  0 -2  0 -4  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  0  5  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  4  0  6]
6,p2,random,"[-6, -5]","[0, 6] -> [1, 6]",Down,"[2, 4] -> [3, 5]",Down-Right,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  0  5  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  4  0  6]
7,p1,greedy,"[2, 1]","[7, 2] -> [6, 3]",Up-Right,"[7, 0] -> [8, 1]",Down-Right,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  2  0  5  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  6]
8,p2,random,"[-6, -1]","[1, 6] -> [0, 6]",Up,"[1, 0] -> [2, 0]",Down,0,0,[ 0  0 -2  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [-1  0  0  0  0  0  0] | [ 0  0 -3  0  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  2  0  5  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  6]
9,p1,greedy,"[2, 5]","[6, 3] -> [5, 3]",Up,"[6, 5] -> [5, 6]",Up-Right,0,0,[ 0  0 -2  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [-1  0  0  0  0  0  0] | [ 0  0 -3  0  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  2  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  6]
10,p2,random,"[-2, -5]","[0, 2] -> [0, 1]",Left,"[3, 5] -> [2, 4]",Up-Left,0,0,[ 0 -2  0  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [-1  0  0  0 -5  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  2  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  1  0  0  4  0  6]
11,p1,greedy,"[2, 6]","[5, 3] -> [6, 4]",Down-Right,"[8, 6] -> [7, 6]",Up,0,0,[ 0 -2  0  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [-1  0  0  0 -5  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  5] | [ 0  0  0  0  2  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
12,p2,random,"[-5, -6]","[2, 4] -> [3, 5]",Down-Right,"[0, 6] -> [1, 6]",Down,0,0,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0 -3  0  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  5] | [ 0  0  0  0  2  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
13,p1,greedy,"[5, 3]","[5, 6] -> [4, 6]",Up,"[5, 1] -> [4, 0]",Up-Left,0,0,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0 -3  0  0 -5  0] | [ 3  0  0  0  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  2  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
14,p2,random,"[-3, -5]","[3, 2] -> [4, 2]",Down,"[3, 5] -> [3, 4]",Left,0,1,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0  0 -5  0  0] | [ 3  0 -3  0  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  2  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
15,p1,greedy,"[5, 2]","[4, 6] -> [3, 5]",Up-Left,"[6, 4] -> [5, 5]",Up-Right,0,1,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0  0 -5  5  0] | [ 3  0 -3  0  0  0  0] | [ 0  0  0  0  0  2  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
16,p2,random,"[-3, -1]","[4, 2] -> [3, 2]",Up,"[2, 0] -> [3, 0]",Down,0,1,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [-1  0 -3  0 -5  5  0] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  2  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
17,p1,greedy,"[2, 5]","[5, 5] -> [4, 4]",Up-Left,"[3, 5] -> [2, 5]",Up,0,1,[ 0 -2  0  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  0  5  0] | [-1  0 -3  0 -5  0  0] | [ 3  0  0  0  2  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
18,p2,random,"[-2, -5]","[0, 1] -> [0, 2]",Right,"[3, 4] -> [4, 5]",Down-Right,0,1,[ 0  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  0  5  0] | [-1  0 -3  0  0  0  0] | [ 3  0  0  0  2 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
19,p1,greedy,"[2, 4]","[4, 4] -> [4, 3]",Left,"[8, 4] -> [7, 4]",Up,0,1,[ 0  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  0  5  0] | [-1  0 -3  0  0  0  0] | [ 3  0  0  2  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  4  0  6] | [ 0  1  0  0  0  0  0]
20,p2,random,"[-2, -4]","[0, 2] -> [1, 2]",Down,"[0, 4] -> [1, 4]",Down,0,1,[ 0  0  0  0  0  0  0] | [ 0  0 -2  0 -4  0 -6] | [ 0  0  0  0  0  5  0] | [-1  0 -3  0  0  0  0] | [ 3  0  0  2  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  4  0  6] | [ 0  1  0  0  0  0  0]
21,p1,greedy,"[2, 5]","[4, 3] -> [3, 4]",Up-Right,"[2, 5] -> [1, 5]",Up,0,1,[ 0  0  0  0  0  0  0] | [ 0  0 -2  0 -4  5 -6] | [ 0  0  0  0  0  0  0] | [-1  0 -3  0  2  0  0] | [ 3  0  0  0  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  4  0  6] | [ 0  1  0  0  0  0  0]
22,p2,random,"[-3, -2]","[3, 2] -> [4, 2]",Down,"[1, 2] -> [1, 1]",Left,0,1,[ 0  0  0  0  0  0  0] | [ 0 -2  0  0 -4  5 -6] | [ 0  0  0  0  0  0  0] | [-1  0  0  0  2  0  0] | [ 3  0 -3  0  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  4  0  6] | [ 0  1  0  0  0  0  0]
23,p1,greedy,"[4, 2]","[7, 4] -> [8, 4]",Down,"[3, 4] -> [3, 3]",Left,0,1,[ 0  0  0  0  0  0  0] | [ 0 -2  0  0 -4  5 -6] | [ 0  0  0  0  0  0  0] | [-1  0  0  2  0  0  0] | [ 3  0 -3  0  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
24,p2,random,"[-5, -3]","[4, 5] -> [3, 6]",Up-Right,"[4, 2] -> [5, 2]",Down,1,1,[ 0  0  0  0  0  0  0] | [ 0 -2  0  0 -4  5 -6] | [ 0  0  0  0  0  0  0] | [-1  0  0  2  0  0 -5] | [ 3  0  0  0  0  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 0  1  0  0  4  0  0]
