turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
11,p1,minimax,"[5, 4]","[5, 4] -> [4, 4]",Up,"[8, 4] -> [7, 4]",Up,0,1,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 1  0  3 -5  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  4  0  0] | [ 0  0  0  0  0  0  6]
12,p2,greedy,"[-3, -4]","[2, 2] -> [3, 2]",Down,"[0, 4] -> [1, 4]",Down,0,1,[ 0  0 -2  0  0  0  0] | [-1  0  0  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  5  0  0] | [ 1  0  3 -5  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  4  0  0] | [ 0  0  0  0  0  0  6]
13,p1,minimax,"[4, 5]","[7, 4] -> [6, 4]",Up,"[4, 4] -> [3, 4]",Up,0,1,[ 0  0 -2  0  0  0  0] | [-1  0  0  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  3 -5  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0] | [ 0  0  0  0  0  0  6]
14,p2,greedy,"[-3, -1]","[3, 2] -> [3, 3]",Right,"[1, 0] -> [2, 0]",Down,0,1,[ 0  0 -2  0  0  0  0] | [ 0  0  0  0 -4  0 -6] | [-1  0  0  0  0  0  0] | [ 0  0  0 -3  5  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  3 -5  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0] | [ 0  0  0  0  0  0  6]
15,p1,minimax,"[5, 3]","[3, 4] -> [2, 4]",Up,"[5, 2] -> [4, 3]",Up-Right,1,1,[ 0  0 -2  0  0  0  0] | [ 0  0  0  0 -4  0 -6] | [-1  0  0  0  5  0  0] | [ 0  0  0 -3  0  0  0] | [ 0  0  0  3  0  0  0] | [ 1  0  0 -5  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0] | [ 0  0  0  0  0  0  6]
16,p2,greedy,"[-1, -2]","[2, 0] -> [3, 1]",Down-Right,"[0, 2] -> [1, 1]",Down-Left,1,1,[ 0  0  0  0  0  0  0] | [ 0 -2  0  0 -4  0 -6] | [ 0  0  0  0  5  0  0] | [ 0 -1  0 -3  0  0  0] | [ 0  0  0  3  0  0  0] | [ 1  0  0 -5  0  0  0] | [ 0  0  0  0  4  0  0] | [ 0  0  2  0  0  0  0] | [ 0  0  0  0  0  0  6]
17,p1,minimax,"[1, 2]","[5, 0] -> [4, 1]",Up-Right,"[7, 2] -> [6, 1]",Up-Left,1,1,[ 0  0  0  0  0  0  0] | [ 0 -2  0  0 -4  0 -6] | [ 0  0  0  0  5  0  0] | [ 0 -1  0 -3  0  0  0] | [ 0  1  0  3  0  0  0] | [ 0  0  0 -5  0  0  0] | [ 0  2  0  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6]
18,p2,greedy,"[-5, -1]","[5, 3] -> [6, 2]",Down-Left,"[3, 1] -> [3, 0]",Left,1,2,[ 0  0  0  0  0  0  0] | [ 0 -2  0  0 -4  0 -6] | [ 0  0  0  0  5  0  0] | [-1  0  0 -3  0  0  0] | [ 0  1  0  3  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  2 -5  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6]
19,p1,minimax,"[3, 1]","[4, 3] -> [4, 4]",Right,"[4, 1] -> [3, 1]",Up,2,2,[ 0  0  0  0  0  0  0] | [ 0 -2  0  0 -4  0 -6] | [ 0  0  0  0  5  0  0] | [-1  1  0 -3  0  0  0] | [ 0  0  0  0  3  0  0] | [ 0  0  0  0  0  0  0] | [ 0  2 -5  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6]
20,p2,greedy,"[-3, -2]","[3, 3] -> [4, 2]",Down-Left,"[1, 1] -> [1, 0]",Left,2,3,[ 0  0  0  0  0  0  0] | [-2  0  0  0 -4  0 -6] | [ 0  0  0  0  5  0  0] | [-1  1  0  0  0  0  0] | [ 0  0 -3  0  3  0  0] | [ 0  0  0  0  0  0  0] | [ 0  2 -5  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6]
