turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
11,p1,minimax,"[4, 6]","[8, 6] -> [7, 6]",Up,"[6, 6] -> [5, 6]",Up,0,0,[ 0  0 -1  0 -2  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0 -3  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1  0  3  0  5  0  0] | [ 0  0  0  0  0  0  4] | [ 0  0  2  0  0  0  0]
12,p2,random,"[-1, -4]","[0, 2] -> [0, 1]",Left,"[2, 4] -> [3, 4]",Down,0,0,[ 0 -1  0  0 -2  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0 -4  0  0] | [ 0  0 -5  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1  0  3  0  5  0  0] | [ 0  0  0  0  0  0  4] | [ 0  0  2  0  0  0  0]
13,p1,minimax,"[4, 6]","[7, 6] -> [6, 6]",Up,"[5, 6] -> [4, 6]",Up,0,0,[ 0 -1  0  0 -2  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0 -4  0  0] | [ 0  0 -5  0  0  0  6] | [ 0  0  0  0  0  0  0] | [ 1  0  3  0  5  0  4] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0]
14,p2,random,"[-6, -4]","[1, 6] -> [2, 6]",Down,"[3, 4] -> [4, 4]",Down,0,0,[ 0 -1  0  0 -2  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0 -4  0  6] | [ 0  0  0  0  0  0  0] | [ 1  0  3  0  5  0  4] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0]
15,p1,minimax,"[6, 4]","[4, 6] -> [3, 5]",Up-Left,"[6, 6] -> [5, 6]",Up,1,1,[ 0 -1  0  0 -2  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0  0  0 -6] | [ 0  0  0  0  0  6  0] | [ 0  0 -5  0 -4  0  0] | [ 0  0  0  0  0  0  4] | [ 1  0  3  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0]
16,p2,random,"[-5, -4]","[4, 2] -> [5, 3]",Down-Right,"[4, 4] -> [3, 4]",Up,2,2,[ 0 -1  0  0 -2  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0  0  0 -6] | [ 0  0  0  0 -4  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  0  4] | [ 1  0  3  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0]
17,p1,minimax,"[2, 5]","[8, 2] -> [8, 1]",Left,"[6, 4] -> [5, 4]",Up,2,2,[ 0 -1  0  0 -2  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0  0  0 -6] | [ 0  0  0  0 -4  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  5  0  4] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  2  0  0  0  0  0]
18,p2,random,"[-1, -2]","[0, 1] -> [1, 0]",Down-Left,"[0, 4] -> [1, 4]",Down,2,2,[ 0  0  0  0  0  0  0] | [-1  0  0  0 -2  0  0] | [ 0  0 -3  0  0  0 -6] | [ 0  0  0  0 -4  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  5  0  4] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  2  0  0  0  0  0]
19,p1,minimax,"[2, 5]","[8, 1] -> [8, 2]",Right,"[5, 4] -> [6, 4]",Down,2,2,[ 0  0  0  0  0  0  0] | [-1  0  0  0 -2  0  0] | [ 0  0 -3  0  0  0 -6] | [ 0  0  0  0 -4  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  0  4] | [ 1  0  3  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0]
20,p2,random,"[-2, -1]","[1, 4] -> [0, 4]",Up,"[1, 0] -> [2, 0]",Down,2,2,[ 0  0  0  0 -2  0  0] | [ 0  0  0  0  0  0  0] | [-1  0 -3  0  0  0 -6] | [ 0  0  0  0 -4  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  0  0  4] | [ 1  0  3  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0]
21,p1,minimax,"[5, 2]","[6, 4] -> [5, 4]",Up,"[8, 2] -> [8, 3]",Right,2,2,[ 0  0  0  0 -2  0  0] | [ 0  0  0  0  0  0  0] | [-1  0 -3  0  0  0 -6] | [ 0  0  0  0 -4  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  5  0  4] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  2  0  0  0]
22,p2,random,"[-4, -2]","[3, 4] -> [2, 4]",Up,"[0, 4] -> [0, 5]",Right,2,2,[ 0  0  0  0  0 -2  0] | [ 0  0  0  0  0  0  0] | [-1  0 -3  0 -4  0 -6] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  5  0  4] | [ 1  0  3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  2  0  0  0]
23,p1,minimax,"[2, 4]","[8, 3] -> [8, 2]",Left,"[5, 6] -> [6, 6]",Down,2,2,[ 0  0  0  0  0 -2  0] | [ 0  0  0  0  0  0  0] | [-1  0 -3  0 -4  0 -6] | [ 0  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -5  5  0  0] | [ 1  0  3  0  0  0  4] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0]
24,p2,random,"[-1, -5]","[2, 0] -> [3, 0]",Down,"[5, 3] -> [5, 2]",Left,2,2,[ 0  0  0  0  0 -2  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0 -4  0 -6] | [-1  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  5  0  0] | [ 1  0  3  0  0  0  4] | [ 0  0  0  0  0  0  0] | [ 0  0  2  0  0  0  0]
25,p1,minimax,"[2, 1]","[8, 2] -> [8, 3]",Right,"[6, 0] -> [7, 0]",Down,2,2,[ 0  0  0  0  0 -2  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0 -4  0 -6] | [-1  0  0  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  5  0  0] | [ 0  0  3  0  0  0  4] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  0  0]
26,p2,random,"[-3, -4]","[2, 2] -> [1, 1]",Up-Left,"[2, 4] -> [3, 3]",Down-Left,2,2,[ 0  0  0  0  0 -2  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0  0 -4  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -5  0  5  0  0] | [ 0  0  3  0  0  0  4] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  0  0]
27,p1,minimax,"[3, 4]","[6, 2] -> [5, 1]",Up-Left,"[6, 6] -> [7, 6]",Down,2,3,[ 0  0  0  0  0 -2  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0  0 -4  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  3 -5  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  4] | [ 0  0  0  2  0  0  0]
28,p2,random,"[-3, -4]","[1, 1] -> [0, 1]",Up,"[3, 3] -> [3, 2]",Left,2,3,[ 0 -3  0  0  0 -2  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0 -4  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  3 -5  0  5  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  4] | [ 0  0  0  2  0  0  0]
29,p1,minimax,"[5, 4]","[5, 4] -> [6, 3]",Down-Left,"[7, 6] -> [8, 5]",Down-Left,2,3,[ 0 -3  0  0  0 -2  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0 -6] | [-1  0 -4  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  3 -5  0  0  0  0] | [ 0  0  0  5  0  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  4  0]
30,p2,random,"[-1, -5]","[3, 0] -> [2, 0]",Up,"[5, 2] -> [6, 2]",Down,3,3,[ 0 -3  0  0  0 -2  0] | [ 0  0  0  0  0  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0 -4  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0 -5  5  0  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  0  2  0  4  0]
31,p1,minimax,"[2, 5]","[8, 3] -> [7, 2]",Up-Left,"[6, 3] -> [5, 3]",Up,3,3,[ 0 -3  0  0  0 -2  0] | [ 0  0  0  0  0  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0 -4  0  0  6  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  5  0  0  0] | [ 0  0 -5  0  0  0  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  0  4  0]
32,p2,random,"[-5, -4]","[6, 2] -> [6, 3]",Right,"[3, 2] -> [4, 1]",Down-Left,3,3,[ 0 -3  0  0  0 -2  0] | [ 0  0  0  0  0  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0  0  6  0] | [ 0 -4  0  0  0  0  0] | [ 0  3  0  5  0  0  0] | [ 0  0  0 -5  0  0  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  0  4  0]
33,p1,minimax,"[5, 3]","[5, 3] -> [5, 2]",Left,"[5, 1] -> [4, 0]",Up-Left,4,4,[ 0 -3  0  0  0 -2  0] | [ 0  0  0  0  0  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0  0  6  0] | [ 3 -4  0  0  0  0  0] | [ 0  0  5  0  0  0  0] | [ 0  0  0 -5  0  0  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  0  4  0]
34,p2,random,"[-4, -2]","[4, 1] -> [5, 0]",Down-Left,"[0, 5] -> [0, 6]",Right,5,5,[ 0 -3  0  0  0  0 -2] | [ 0  0  0  0  0  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0  0  6  0] | [ 3  0  0  0  0  0  0] | [-4  0  5  0  0  0  0] | [ 0  0  0 -5  0  0  0] | [ 1  0  2  0  0  0  0] | [ 0  0  0  0  0  4  0]
